convention,eps,p,F_in,C_in,P_success,F_out,gain,purity_out,C_out,N_out,concurrence_gain,bell_leakage,trace_distance_to_ideal,min_eigenvalue
pauli,0.05,0.165,0.9624999999999996,0.9250000000000009,0.5476485796008137,0.777725761633551,-0.18477423836644857,0.622337110394907,0.5554515232671026,0.2777257616335511,-0.36954847673289837,2.2986923493483188e-17,0.22176850674136445,0.0611097735799738
pauli,0.05,0.17,0.9624999999999996,0.9250000000000009,0.5397371874914627,0.7700934414715487,-0.1924065585284509,0.611719528919868,0.5401868829430979,0.270093441471549,-0.384813117056903,2.4521574309166817e-17,0.2294008269033668,0.06336517807385644
pauli,0.05,0.17500000000000002,0.9624999999999996,0.9250000000000009,0.5319981754592917,0.7624285119253317,-0.2000714880746679,0.6012123210237443,0.5248570238506635,0.2624285119253317,-0.40014297614933747,2.8419843421494424e-17,0.23706575644958386,0.06564008861979276
pauli,0.05,0.18,0.9624999999999996,0.9250000000000009,0.5244286031840665,0.7547335217416362,-0.20776647825836336,0.5908207978269037,0.5094670434832729,0.25473352174163644,-0.41553295651672806,1.39899266369456e-17,0.24476074663327924,0.06793384788795666
pauli,0.05,0.185,0.9624999999999996,0.9250000000000009,0.5170255659793355,0.747011097296135,-0.21548890270386456,0.5805501729364433,0.49402219459227037,0.24701109729613524,-0.43097780540773056,3.9468249179613136e-17,0.25248317107878043,0.0702457674453242
pauli,0.05,0.19,0.9624999999999996,0.9250000000000009,0.5097861945587697,0.7392639405147959,-0.22323605948520364,0.5704055501211535,0.4785278810295924,0.23926394051479605,-0.44647211897040856,2.4758759890923296e-17,0.26023032786011957,0.07257512800036843
pauli,0.05,0.195,0.9624999999999996,0.9250000000000009,0.502707654802493,0.7314948265474038,-0.23100517345259575,0.5603919110346339,0.4629896530948079,0.23149482654740416,-0.46201034690519305,3.9831151238885684e-17,0.2679994418275116,0.07492117972939447
pauli,0.05,0.2,0.9624999999999996,0.9250000000000009,0.4957871475234237,0.7237066011916723,-0.23879339880832728,0.550514103040699,0.44741320238334503,0.2237066011916724,-0.4775867976166559,1.4176963175915737e-17,0.2757876671832433,0.07728314268652407
pauli,0.1,0.0,0.9249999999999997,0.8499999999999993,0.8574999999999995,0.9978134110787171,0.07281341107871742,0.9956331970522487,0.9956268221574327,0.49781341107871735,0.1456268221574334,1.0651374947871957e-17,7.850462293418876e-17,0.0007288629737608172
pauli,0.1,0.005,0.9249999999999997,0.8499999999999993,0.8435918365166519,0.9918294397000068,0.0668294397000071,0.9837491895698196,0.9836588794000071,0.49182943970000714,0.13365887940000776,3.3618670951485244e-17,0.0059839713787101755,0.002258147671297377
pauli,0.1,0.01,0.9249999999999997,0.8499999999999993,0.8299447851984756,0.9857743560297204,0.0607743560297207,0.9718237091460495,0.9715487120594404,0.48577435602972074,0.12154871205944107,2.1087698879231553e-17,0.012039055048996553,0.003813457499342783
